model,dataset,demographics,iteration,auc
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Unknown,6,0.25822998675403663
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,0,0.28954438977654123
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,7,0.24341035703892916
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,0,0.24102304330753288
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,2,0.2149330998028881
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,8,0.39818981652655755
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,0,0.4635239972726356
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,1,0.3533147961937102
multilingual-e5-large-instruct__prompt-meaning,welfare,2,5,0.4059295406977619
multilingual-e5-large-instruct__prompt-grouping,welfare,11,5,0.42132673869062104
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,0,0.20618494068598697
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,6,0.23238311258461428
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,2,0.27365717476729545
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,0,0.14354777163480212
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,1,0.40820922164352147
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,0,0.23557771131487248
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,8,0.3322544375920924
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,9,0.3315008604286816
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,6,0.30399834702607076
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,5,0.37195577684255393
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,4,3,0.21767336285865777
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,2,0.41498229353639055
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,7,0.3821902405382335
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,5,0.17763811360718973
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,0,0.2969549753846714
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,3,0.4241070604081793
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,7,0.2396719631151123
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,8,0.3818075656016472
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,2,0.3238739167479062
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,4,0.2115177218690005
multilingual-e5-large-instruct__prompt-grouping,welfare,11,0,0.41873808120826034
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,8,0.2654397233417838
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,9,0.3378266289902495
multilingual-e5-large-instruct__prompt-topic,welfare,11,8,0.48158896044027055
multilingual-e5-large-instruct__prompt-similarity,welfare,2,8,0.4210956321180645
multilingual-e5-large-instruct__prompt-topic,welfare,3,8,0.5116635916056766
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,3,0.31702643061667213
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,3,0.30151346725500816
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,0,0.23781007400039797
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,1,4,0.2672455473614823
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,3,0.24838962587944666
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,2,0.2602063701053707
multilingual-e5-large-instruct__prompt-topic,rai,Mand,1,0.352128760341078
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,0,0.2453877319552183
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,3,0.19970901881748487
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,7,0.19563475728578447
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,6,0.2179911699606455
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,6,0.44066111912532024
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,3,0.16547016569257766
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,3,0.258220095320689
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,6,0.4696542596785465
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,8,0.4488267448499036
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,4,0.22509734878061405
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,9,0.44969523631046077
multilingual-e5-large-instruct__prompt-similarity,welfare,11,7,0.4035926988724163
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,7,0.12949915433846754
multilingual-e5-large-instruct__prompt-similarity,welfare,2,3,0.4263152411040982
multilingual-e5-large-instruct__prompt-topic,welfare,4,7,0.4636016022014402
multilingual-e5-large-instruct__prompt-similarity,welfare,2,4,0.41549700334191453
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,5,0.4278984761738295
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,5,0.2039238317402284
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,6,0.22191352953616952
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,6,0.40700296453444323
multilingual-e5-large-instruct__prompt-meaning,welfare,11,6,0.40634736781940617
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,0,0.42077788820938805
multilingual-e5-large-instruct__prompt-cluster,welfare,2,2,0.45679695589028874
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,8,0.24713864462847096
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Unknown,1,0.26725752118872115
multilingual-e5-large-instruct__prompt-similarity,welfare,1,8,0.451558535401741
multilingual-e5-large-instruct__prompt-grouping,welfare,4,6,0.3905834885535353
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,6,0.46614922653144875
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,4,0.3795836604025636
multilingual-e5-large-instruct__prompt-topic,welfare,3,1,0.48161631647334785
multilingual-e5-large-instruct__prompt-cluster,welfare,11,9,0.4349600425827011
multilingual-e5-large-instruct__prompt-cluster,welfare,4,2,0.42561034093546485
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,7,0.27629025490575293
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,1,0,0.26890764960024455
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,0,0.24414749512218833
multilingual-e5-large-instruct__prompt-cluster,welfare,4,6,0.40754431694970555
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,3,0.19953471131347192
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,11,3,0.21394824084927108
multilingual-e5-large-instruct__prompt-similarity,welfare,4,9,0.3762110575047569
multilingual-e5-large-instruct__prompt-topic,welfare,4,5,0.4763578483326371
multilingual-e5-large-instruct__prompt-grouping,welfare,4,0,0.4034307714266617
multilingual-e5-large-instruct__prompt-similarity,welfare,2,1,0.40164080720200396
multilingual-e5-large-instruct__prompt-similarity,welfare,2,5,0.41958319520336107
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,2,0.23886135133252007
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,2,0.1551377749272173
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,1,0.19643480359847731
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,6,0.2735814348089551
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,7,0.3425061592989473
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,9,0.14380668822714474
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,8,0.22976397912111807
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,9,0.38642011773533524
multilingual-e5-large-instruct__prompt-grouping,welfare,3,2,0.43922589701838455
multilingual-e5-large-instruct__prompt-topic,welfare,11,5,0.47587687556913644
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,4,0.28794038199176153
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,7,0.34404631863557533
multilingual-e5-large-instruct__prompt-topic,welfare,1,2,0.5319737724820338
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,8,0.2052788536080383
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,0,0.15980523048132655
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,3,0.2906682107208008
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,2,0.18811790643708884
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,4,0.23320629951543373
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,9,0.2778253698814816
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,2,0.2138524992096167
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,0,0.1684218344063052
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,11,9,0.21943815692313218
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,6,0.21735608894292388
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,4,0.2758051239633713
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,5,0.3039767181233279
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,9,0.12725757759483358
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,0,0.27687529607245676
multilingual-e5-large-instruct__prompt-similarity,welfare,4,3,0.37544026628637517
multilingual-e5-large-instruct__prompt-topic,welfare,1,6,0.5271446919537216
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,1,0.18535355388340333
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,5,0.20739989037163833
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,5,0.21487551208870095
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,6,0.2211324477131853
multilingual-e5-large-instruct__prompt-similarity,welfare,1,9,0.46508264029103624
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,0,0.4158675118944886
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,8,0.21087492632272362
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,5,0.46112463865709713
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,9,0.2947520607977887
multilingual-e5-large-instruct__prompt-meaning,welfare,11,7,0.397943507232875
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,9,0.34950137255357755
multilingual-e5-large-instruct__prompt-meaning,welfare,4,5,0.35650112915890686
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,11,6,0.23115229779850852
multilingual-e5-large-instruct__prompt-cluster,welfare,11,0,0.4286261178283029
multilingual-e5-large-instruct__prompt-similarity,welfare,11,2,0.39589940925154715
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,2,0.12723169547599872
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,6,0.20054693775949015
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,1,0.23779621799989054
Qwen3-Embedding-0.6B__prompt-topic,welfare,4,1,0.2285510515271901
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,2,0.29388408851310144
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,4,0.4018223421229648
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,5,0.28376250172198564
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,0,0.2041512668477054
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,0,0.1939169966446686
multilingual-e5-large-instruct__prompt-cluster,welfare,1,9,0.4996552226488938
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,8,0.24301990287439199
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,4,0.14948096996019236
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,6,0.2911737774288307
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,1,0.20426529182953992
multilingual-e5-large-instruct__prompt-grouping,welfare,11,1,0.41222371360361354
multilingual-e5-large-instruct__prompt-meaning,welfare,11,8,0.40607795980773204
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,0,0.2275499037347175
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,5,0.2637783274392073
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,4,0.37222364619832515
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,1,0.21227892253500608
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,9,0.20664253995049187
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,7,0.36496813437409314
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,7,0.3710235667587229
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,9,0.4103928096439191
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,9,0.3610536033114649
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,8,0.22422751682660977
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,9,0.1319970257688084
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,2,0.36962551693071666
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,1,0.21495092535690233
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,5,0.39752799324076993
multilingual-e5-large-instruct__prompt-topic,welfare,3,2,0.501336595509907
multilingual-e5-large-instruct__prompt-grouping,welfare,11,9,0.42877693338588446
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,1,0.21053227639325006
multilingual-e5-large-instruct__prompt-meaning,welfare,3,1,0.37379912069945964
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,7,0.34959613690973507
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,5,0.2619523051279121
multilingual-e5-large-instruct__prompt-grouping,welfare,1,4,0.45729744606463557
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,2,0.23015495910035752
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,6,0.1454625921285205
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,4,0.19672383269380087
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,5,0.13901983164142379
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,1,0.41915129832155856
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,8,0.12782114016657184
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Unknown,4,0.2691412810486716
multilingual-e5-large-instruct__prompt-topic,welfare,4,3,0.49937193865505536
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,1,0,0.25968572869441203
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,0,0.24723371235884942
multilingual-e5-large-instruct__prompt-meaning,welfare,1,0,0.43765052639402163
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,5,0.3540947234200421
multilingual-e5-large-instruct__prompt-topic,rai,Mand,7,0.34774812677080114
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,2,0.41300713421393664
multilingual-e5-large-instruct__prompt-similarity,welfare,3,6,0.42216006221050134
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,0,0.24381281788120654
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,7,0.26092817745319385
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,5,0.22338687811485514
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,5,0.3520946766747127
multilingual-e5-large-instruct__prompt-cluster,welfare,3,9,0.47079052272782773
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,3,0.25897797859659205
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,3,0.22079947466108557
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,3,0.44186884291547857
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,1,0.22062187880293324
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,0,0.13269264891287127
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,2,0.2832660514478335
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,5,0.3715139563423481
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,9,0.29001563725561125
