dataset,seed,model,v_measure,adjusted_rand_index
welfare,5,multilingual-e5-small,0.6450064690207866,0.20771624418382773
welfare,5,mxbai-embed-large-v1,0.48939426678184794,0.0032679738562091526
welfare,5,nb-sbert-base,0.6278063491802819,0.21134905840391022
welfare,5,paraphrase-multilingual-MiniLM-L12-v2,0.6785156628589424,0.2887820851606334
welfare,5,paraphrase-multilingual-mpnet-base-v2,0.7534113007785135,0.3647632281855244
welfare,5,potion-base-2M,0.496752073126569,-0.01918493190342316
welfare,5,potion-base-4M,0.5149813952425204,0.01966003549080041
welfare,5,potion-base-8M,0.5380846900505095,0.0668692743768035
welfare,5,potion-multilingual-128M,0.6572684625863796,0.20333936172156153
welfare,5,snowflake-arctic-embed-l-v2.0,0.7467106570591802,0.37629016642005075
welfare,5,static-similarity-mrl-multilingual-v1,0.5131476864458907,0.09675963451477415
welfare,5,text-embedding-3-large,0.7635859097060504,0.4870025980125937
welfare,5,text-embedding-3-small,0.6544936343147164,0.25384197625093574
welfare,5,text-embedding-ada-002,0.7254330077353812,0.41291520497879025
welfare,5,tfidf-char35,0.7383793715885415,0.3287055092080126
welfare,5,xlm-roberta-base,0.5001044265123796,-0.036342820238077764
welfare,5,xlm-roberta-large,0.5095831556997183,0.0027121221181033084
welfare,6,EmbeddingGemma-Scandi-300m,0.6463315933765137,0.2371963484449946
welfare,6,LaBSE,0.7059202018687459,0.3687544276367879
welfare,6,M2V_base_glove,0.5429106388995232,0.09108228360340544
welfare,6,M2V_base_glove_subword,0.5752050015413794,0.1337990262043992
welfare,6,M2V_base_output,0.5275524402983104,0.08258912187125345
welfare,6,Qwen3-Embedding-0.6B,0.6255670496671075,0.2357142857142857
welfare,6,Qwen3-Embedding-Scandi-0.6B,0.7193504530738848,0.36699073606530325
welfare,6,bge-m3,0.5920240686834928,0.21822259568726773
welfare,6,dfm-sentence-encoder-large,0.6561834916542844,0.28774603862723314
welfare,6,jaccard-binary,0.39302600926100467,0.0029271766541091454
welfare,6,m2v-dfm-large,0.5851929494371926,0.14745474237969983
welfare,6,mmBERTscandi-base-embedding,0.6008115847210119,0.156119844388515
welfare,6,model2vecdk,0.6463315933765137,0.2371963484449946
welfare,6,model2vecdk-stem,0.6463315933765139,0.2371963484449946
welfare,6,multilingual-e5-base,0.6164055855685365,0.19093300324926504
welfare,6,multilingual-e5-large,0.6317522886796558,0.2123112511571758
welfare,6,multilingual-e5-large-instruct,0.7329039990487554,0.403768138074747
welfare,6,multilingual-e5-small,0.5895764745821107,0.157191871206123
welfare,6,mxbai-embed-large-v1,0.5263498619659657,0.07698308773717755
welfare,6,nb-sbert-base,0.6463315933765137,0.2371963484449946
welfare,6,paraphrase-multilingual-MiniLM-L12-v2,0.7006338318325748,0.3650941049255757
welfare,6,paraphrase-multilingual-mpnet-base-v2,0.610603385966598,0.19714285714285712
welfare,6,potion-base-2M,0.5813032550940425,0.14570935572402924
welfare,6,potion-base-4M,0.5813032550940425,0.14570935572402924
welfare,6,potion-base-8M,0.49038476912249385,0.027495156903144663
welfare,6,potion-multilingual-128M,0.7735402870142509,0.5036360823147146
welfare,6,snowflake-arctic-embed-l-v2.0,0.6884536588704648,0.3264200717764044
welfare,6,static-similarity-mrl-multilingual-v1,0.5543210800795468,0.13355639287840604
welfare,6,text-embedding-3-large,0.6893252439704216,0.32415287018412503
welfare,6,text-embedding-3-small,0.713743164727179,0.3687544276367879
welfare,6,text-embedding-ada-002,0.6620745593373433,0.28688308260754813
welfare,6,tfidf-char35,0.5430586933104893,0.08918976495372452
welfare,6,xlm-roberta-base,0.6164055855685364,0.19093300324926504
welfare,6,xlm-roberta-large,0.4566315687657467,0.03162185086410087
rai,0,EmbeddingGemma-Scandi-300m,0.6060562878966222,0.019771358579156885
rai,0,LaBSE,0.6723492450414396,0.1528197407369603
rai,0,M2V_base_glove,0.5515247783926626,0.0344597938627464
rai,0,M2V_base_glove_subword,0.5294384550950472,0.017328453587301323
rai,0,M2V_base_output,0.5515247783926626,0.0344597938627464
rai,0,Qwen3-Embedding-0.6B,0.6445061515455175,0.09626393749910665
rai,0,Qwen3-Embedding-Scandi-0.6B,0.7184436711736961,0.2703880473127205
rai,0,bge-m3,0.7039937904934842,0.1944386802241129
rai,0,dfm-sentence-encoder-large,0.5821331133918044,0.06864038753689886
rai,0,jaccard-binary,0.5654604239656926,0.0343777069860087
rai,0,m2v-dfm-large,0.688111788513095,0.18363665782864036
rai,0,mmBERTscandi-base-embedding,0.6092901461455753,0.07639941454459326
rai,0,model2vecdk,0.7065648165822648,0.22045568466621096
rai,0,model2vecdk-stem,0.7264469453468863,0.2622190923432782
rai,0,multilingual-e5-base,0.6967799135756405,0.19552811786677732
rai,0,multilingual-e5-large,0.7067068239469254,0.21944862155388473
rai,0,multilingual-e5-large-instruct,0.6135775671751874,0.05263218332142493
rai,0,multilingual-e5-small,0.6716294703667045,0.1297032885045817
rai,0,mxbai-embed-large-v1,0.5759706893551855,-0.018820936473501977
rai,0,nb-sbert-base,0.6996127044131315,0.21773884862713078
rai,0,paraphrase-multilingual-MiniLM-L12-v2,0.665336668181117,0.11957875077816973
rai,0,paraphrase-multilingual-mpnet-base-v2,0.6606185960746721,0.11006607427660059
rai,0,potion-base-2M,0.595845222672939,0.06827636327061688
rai,0,potion-base-4M,0.5742547279150897,0.04873862862625473
rai,0,potion-base-8M,0.5742547279150897,0.04873862862625473
rai,0,potion-multilingual-128M,0.7258907083038615,0.2572522214627478
rai,0,snowflake-arctic-embed-l-v2.0,0.6787244711613774,0.17011459070648327
rai,0,static-similarity-mrl-multilingual-v1,0.5821331133918044,0.06864038753689886
rai,0,text-embedding-3-large,0.7264469453468864,0.2622190923432782
rai,0,text-embedding-3-small,0.668574165777837,0.13680069082410215
rai,0,text-embedding-ada-002,0.6087536074202808,0.03952684867273636
rai,0,tfidf-char35,0.7035290019777664,0.2109934685297623
rai,0,xlm-roberta-base,0.616220514466584,0.0713819392411311
rai,0,xlm-roberta-large,0.564613991251677,0.018016540696136084
rai,2,EmbeddingGemma-Scandi-300m,0.4595523263138177,0.017559815307121862
rai,2,LaBSE,0.4089454275674174,-0.06036226261495606
rai,2,M2V_base_glove,0.40589557316129865,-0.06410981746717088
rai,2,M2V_base_glove_subword,0.565506402935737,0.193717277486911
rai,2,M2V_base_output,0.4003407695691683,-0.0318241177090853
rai,2,Qwen3-Embedding-0.6B,0.36991285779665994,-0.10636333859393146
rai,2,Qwen3-Embedding-Scandi-0.6B,0.41632826519873023,-0.051055091346834724
rai,2,bge-m3,0.34381545478455167,-0.10395655139843628
rai,2,dfm-sentence-encoder-large,0.4966259081775003,0.055757660556877
rai,2,jaccard-binary,0.46472996466374816,0.06071605278739851
rai,2,m2v-dfm-large,0.5191693283962286,0.0851063829787234
rai,2,mmBERTscandi-base-embedding,0.4194770242226342,-0.021856296340410322
rai,2,model2vecdk,0.4058955731612986,-0.06410981746717088
rai,2,model2vecdk-stem,0.4052049927630447,-0.06866243375137746
rai,2,multilingual-e5-base,0.46001220123576414,0.01603342788455423
rai,2,multilingual-e5-large,0.38057999958669986,-0.09453335221639994
rai,2,multilingual-e5-large-instruct,0.4914424549519114,0.06265074591311079
rai,2,multilingual-e5-small,0.450653409019991,-0.021239954075774968
rai,2,mxbai-embed-large-v1,0.5513355970593373,0.1262150304022121
rai,2,nb-sbert-base,0.4232724804982331,-0.022927611076484732
rai,2,paraphrase-multilingual-MiniLM-L12-v2,0.462850453880421,-0.007576830477269508
rai,2,paraphrase-multilingual-mpnet-base-v2,0.462850453880421,-0.007576830477269508
rai,2,potion-base-2M,0.3950025645785519,-0.03533654427959436
rai,2,potion-base-4M,0.3950025645785519,-0.03533654427959436
rai,2,potion-base-8M,0.3950025645785519,-0.03533654427959436
rai,2,potion-multilingual-128M,0.5054419597076534,0.042046605876393105
rai,2,snowflake-arctic-embed-l-v2.0,0.4089454275674174,-0.06036226261495606
rai,2,static-similarity-mrl-multilingual-v1,0.4008712563282101,-0.032310787025396026
rai,2,text-embedding-3-large,0.48326554039991243,0.007529317697228144
rai,2,text-embedding-3-small,0.39664623876969374,-0.04495396280917133
rai,2,text-embedding-ada-002,0.4811693542460955,0.030120481927710843
rai,2,tfidf-char35,0.4986626445635086,0.03476844639569466
rai,2,xlm-roberta-base,0.5002295698022905,0.12993947773090866
rai,2,xlm-roberta-large,0.4282756377865665,-0.036306307577275224
rai,25,EmbeddingGemma-Scandi-300m,0.6754125929322632,0.2976588628762542
rai,25,LaBSE,0.5325315202743911,0.06396255850234009
rai,25,M2V_base_glove,0.48747152551108786,0.050489826676714394
rai,25,M2V_base_glove_subword,0.5633967848066566,0.11941294196130753
rai,25,M2V_base_output,0.5243997715028648,0.09849749582637729
rai,25,Qwen3-Embedding-0.6B,0.3859086047238587,-0.067853170189099
rai,25,Qwen3-Embedding-Scandi-0.6B,0.6702579834221,0.26595744680851063
rai,25,bge-m3,0.6877642981690125,0.3489434608794974
rai,25,dfm-sentence-encoder-large,0.5519339212110663,0.07345575959933222
rai,25,jaccard-binary,0.4136179816842459,-0.028064992614475627
rai,25,m2v-dfm-large,0.5114852085972317,0.010638297872340425
rai,25,mmBERTscandi-base-embedding,0.613826255756774,0.16376306620209058
rai,25,model2vecdk,0.6477191902885282,0.281437125748503
rai,25,model2vecdk-stem,0.613950820062868,0.13002806361085126
rai,25,multilingual-e5-base,0.5874696152195122,0.19362867098058736
rai,25,multilingual-e5-large,0.6183606628089764,0.20212765957446807
rai,25,multilingual-e5-large-instruct,0.6238466646761955,0.1580916744621141
rai,25,multilingual-e5-small,0.46569256057567365,-0.007121057985757882
rai,25,mxbai-embed-large-v1,0.5325315202743911,0.06396255850234009
rai,25,nb-sbert-base,0.5825273309044499,0.1382978723404255
rai,25,paraphrase-multilingual-MiniLM-L12-v2,0.5666303624645933,0.11495422177009156
rai,25,paraphrase-multilingual-mpnet-base-v2,0.6765526143018824,0.2978723404255319
rai,25,potion-base-2M,0.5971748778822301,0.18615528531337697
rai,25,potion-base-4M,0.6111495688453404,0.19809069212410502
rai,25,potion-base-8M,0.4851925138487419,0.00552486187845304
rai,25,potion-multilingual-128M,0.6115262598475044,0.1776127926898915
rai,25,snowflake-arctic-embed-l-v2.0,0.6877642981690125,0.3489434608794974
rai,25,static-similarity-mrl-multilingual-v1,0.5085906439623917,0.07938625750500333
rai,25,text-embedding-3-large,0.6561356843656327,0.23076923076923078
rai,25,text-embedding-3-small,0.6686299263712472,0.3285859613428281
rai,25,text-embedding-ada-002,0.6686299263712472,0.3285859613428281
rai,25,tfidf-char35,0.6733517271073759,0.3140990745781165
rai,25,xlm-roberta-base,0.5611461664502055,0.10403185664509706
rai,25,xlm-roberta-large,0.41417875441692764,-0.0011123470522803117
rai,20,EmbeddingGemma-Scandi-300m,0.7027416147065056,0.1875522477954398
rai,20,LaBSE,0.7098320158076548,0.21440098964146825
rai,20,M2V_base_glove,0.5383099914048368,0.010609712180392809
rai,20,M2V_base_glove_subword,0.5383099914048368,0.010609712180392809
rai,20,M2V_base_output,0.5383099914048368,0.010609712180392809
rai,20,Qwen3-Embedding-0.6B,0.6315511769885026,0.08593590528679323
rai,20,Qwen3-Embedding-Scandi-0.6B,0.6645505793624569,0.12197757665811158
rai,20,bge-m3,0.7656611670949766,0.32704860824038595
rai,20,dfm-sentence-encoder-large,0.6188082018977016,0.07927867460580713
rai,20,jaccard-binary,0.5126774545859891,-0.010554308983628354
rai,20,m2v-dfm-large,0.7083718575233434,0.19911012235817577
rai,20,mmBERTscandi-base-embedding,0.6433174163334248,0.12339697919635224
rai,20,model2vecdk,0.6564109580888808,0.11007868564852244
rai,20,model2vecdk-stem,0.6570982632055269,0.11012235817575083
rai,20,multilingual-e5-base,0.764967170011394,0.33066331857326614
rai,20,multilingual-e5-large,0.7200695034133281,0.23452740546474987
rai,20,multilingual-e5-large-instruct,0.6912958814690534,0.175422138836773
rai,20,multilingual-e5-small,0.764967170011394,0.33066331857326614
rai,20,mxbai-embed-large-v1,0.6192691429172585,0.0295541636747549
rai,20,nb-sbert-base,0.7534302375302715,0.30088141025641024
rai,20,paraphrase-multilingual-MiniLM-L12-v2,0.6454584919309669,0.0991101414458363
rai,20,paraphrase-multilingual-mpnet-base-v2,0.7490722713241305,0.2650258099423572
rai,20,potion-base-2M,0.5861814116732293,0.026678650503101912
rai,20,potion-base-4M,0.5861814116732293,0.026678650503101912
rai,20,potion-base-8M,0.5861814116732293,0.026678650503101912
rai,20,potion-multilingual-128M,0.7637922703348308,0.3514009256560285
rai,20,snowflake-arctic-embed-l-v2.0,0.7197286927142255,0.22915696320447135
rai,20,static-similarity-mrl-multilingual-v1,0.5383099914048368,0.010609712180392809
rai,20,text-embedding-3-large,0.7118089455289658,0.2330265439509137
rai,20,text-embedding-3-small,0.6697334814615461,0.1336534613845538
rai,20,text-embedding-ada-002,0.6697334814615461,0.1336534613845538
rai,20,tfidf-char35,0.6645505793624567,0.12197757665811158
rai,20,xlm-roberta-base,0.6447322543758186,0.10180668251905964
rai,20,xlm-roberta-large,0.6315511769885026,0.08593590528679323
rai,3,EmbeddingGemma-Scandi-300m,0.736660299578302,0.3462009122260541
rai,3,LaBSE,0.6436782689134175,0.1170849789782138
rai,3,M2V_base_glove,0.7354690775598451,0.3112423277134644
rai,3,M2V_base_glove_subword,0.6076399764167453,0.08
rai,3,M2V_base_output,0.6962549880481671,0.23015873015873015
rai,3,Qwen3-Embedding-0.6B,0.7327080486287871,0.30857434068034145
rai,3,Qwen3-Embedding-Scandi-0.6B,0.7186017926546032,0.26677049727444657
rai,3,bge-m3,0.7545682918672345,0.3494694960212201
rai,3,dfm-sentence-encoder-large,0.6278121413600875,0.09339192346200913
rai,3,jaccard-binary,0.627348676977286,0.1376470588235294
rai,3,m2v-dfm-large,0.809391443949119,0.440149071086884
rai,3,mmBERTscandi-base-embedding,0.7186017926546032,0.26677049727444657
rai,3,model2vecdk,0.6436782689134175,0.1170849789782138
rai,3,model2vecdk-stem,0.6662740863905476,0.14986737400530503
rai,3,multilingual-e5-base,0.6436782689134175,0.1170849789782138
rai,3,multilingual-e5-large,0.7100534020095497,0.253315649867374
rai,3,multilingual-e5-large-instruct,0.7816662564452677,0.43530982311714317
rai,3,multilingual-e5-small,0.6735958357876375,0.17766158638335744
rai,3,mxbai-embed-large-v1,0.6278121413600876,0.09339192346200913
rai,3,nb-sbert-base,0.6735958357876376,0.17766158638335744
rai,3,paraphrase-multilingual-MiniLM-L12-v2,0.6735958357876375,0.17766158638335744
rai,3,paraphrase-multilingual-mpnet-base-v2,0.6735958357876375,0.17766158638335744
rai,3,potion-base-2M,0.4815265882479579,-0.12065884546655271
rai,3,potion-base-4M,0.4815265882479579,-0.12065884546655271
rai,3,potion-base-8M,0.4815265882479579,-0.12065884546655271
rai,3,potion-multilingual-128M,0.7538327176285521,0.356763925729443
rai,3,snowflake-arctic-embed-l-v2.0,0.6735958357876375,0.17766158638335744
rai,3,static-similarity-mrl-multilingual-v1,0.6699919353555454,0.16906223292673453
rai,3,text-embedding-3-large,0.6735958357876375,0.17766158638335744
rai,3,text-embedding-3-small,0.6662740863905474,0.14986737400530503
rai,3,text-embedding-ada-002,0.6735958357876375,0.17766158638335744
rai,3,tfidf-char35,0.7538327176285521,0.356763925729443
rai,3,xlm-roberta-base,0.6962549880481671,0.23015873015873015
rai,3,xlm-roberta-large,0.50899104741648,-0.0388235294117647
rai,12,EmbeddingGemma-Scandi-300m,0.6570561899083385,0.1604041222788328
rai,12,LaBSE,0.6670620342460389,0.15692067736355075
rai,12,M2V_base_glove,0.5174547449128353,0.023033387849696434
rai,12,M2V_base_glove_subword,0.543934841918785,0.03904753761077117
rai,12,M2V_base_output,0.543934841918785,0.03904753761077117
rai,12,Qwen3-Embedding-0.6B,0.6013854657861619,0.058041917554423346
rai,12,Qwen3-Embedding-Scandi-0.6B,0.653027250551165,0.13965869697992286
rai,12,bge-m3,0.5558433185821393,0.0035858375402187358
rai,12,dfm-sentence-encoder-large,0.637989170777383,0.15759002026011526
rai,12,jaccard-binary,0.4844333742645244,-0.0032216611981973915
rai,12,m2v-dfm-large,0.6339388628328845,0.10310636630500553
rai,12,mmBERTscandi-base-embedding,0.5992000739011195,0.060791384628378076
rai,12,model2vecdk,0.7029235586104534,0.23737199084515279
rai,12,model2vecdk-stem,0.5686946392549421,0.026187454764947524
rai,12,multilingual-e5-base,0.5411755080268363,-0.024591216769042093
rai,12,multilingual-e5-large,0.5834001907972071,0.01694548210708679
rai,12,multilingual-e5-large-instruct,0.6090896003794033,0.058041917554423346
rai,12,multilingual-e5-small,0.5735501037250739,0.006860815192218622
rai,12,mxbai-embed-large-v1,0.6276328822508956,0.10458349242433573
rai,12,nb-sbert-base,0.5638935886904612,0.0035858375402187358
rai,12,paraphrase-multilingual-MiniLM-L12-v2,0.5507483446894335,0.02140250522141069
rai,12,paraphrase-multilingual-mpnet-base-v2,0.5941136514551398,0.04662818419668413
rai,12,potion-base-2M,0.543934841918785,0.03904753761077117
rai,12,potion-base-4M,0.5390590923236893,-0.016797901871802596
rai,12,potion-base-8M,0.5390590923236893,-0.016797901871802596
rai,12,potion-multilingual-128M,0.5819364895124941,0.05858977043388294
rai,12,snowflake-arctic-embed-l-v2.0,0.601385465786162,0.058041917554423346
rai,12,static-similarity-mrl-multilingual-v1,0.5743064151954343,0.07039442014607947
rai,12,text-embedding-3-large,0.5359162870318366,-0.045523714537493085
rai,12,text-embedding-3-small,0.5493897458425072,-0.008438183197251595
rai,12,text-embedding-ada-002,0.5411755080268363,-0.024591216769042093
rai,12,tfidf-char35,0.6683938637365536,0.18776447962726078
rai,12,xlm-roberta-base,0.6319526883262387,0.14484728835210778
rai,12,xlm-roberta-large,0.49439889680353566,-0.05678810396764721
rai,4,EmbeddingGemma-Scandi-300m,0.49983448373470535,0.07531617702437302
rai,4,LaBSE,0.4241440351471803,-0.00935693131412467
rai,4,M2V_base_glove,0.3763918072182758,-0.014199026881024179
rai,4,M2V_base_glove_subword,0.3763918072182758,-0.014199026881024179
rai,4,M2V_base_output,0.3763918072182758,-0.014199026881024179
rai,4,Qwen3-Embedding-0.6B,0.5310884749914462,0.14315569487983282
rai,4,Qwen3-Embedding-Scandi-0.6B,0.5749662356168772,0.19904649576771755
rai,4,bge-m3,0.44507273152058646,0.010203855036418547
rai,4,dfm-sentence-encoder-large,0.48063965756503313,0.059567414378525786
rai,4,jaccard-binary,0.335855935275826,-0.06491453126814693
rai,4,m2v-dfm-large,0.5113229110434889,0.1676037427274749
rai,4,mmBERTscandi-base-embedding,0.5244840860696417,0.10338796863570658
rai,4,model2vecdk,0.5535498577943171,0.15598169400393158
rai,4,model2vecdk-stem,0.4988166508370578,0.06863959119726347
rai,4,multilingual-e5-base,0.3691773829588508,-0.052558332016654816
rai,4,multilingual-e5-large,0.4527083969015387,0.012462829537337853
rai,4,multilingual-e5-large-instruct,0.514226472343375,0.08766831648549739
rai,4,multilingual-e5-small,0.4452956673523883,0.020841515622889998
rai,4,mxbai-embed-large-v1,0.5133278870900995,0.09264386739504601
rai,4,nb-sbert-base,0.5052390902450559,0.06271906447520118
rai,4,paraphrase-multilingual-MiniLM-L12-v2,0.3837274356428477,-0.03644391229514331
rai,4,paraphrase-multilingual-mpnet-base-v2,0.5491291325907636,0.13970326983164913
rai,4,potion-base-2M,0.5244840860696417,0.10338796863570658
